task,item_id,question,correct,intuitive,prompt,trigger_id,trigger,trigger_type,contrast,contrast_type,mean_logp_correct,mean_logp_intuitive,mean_logp_response,mean_logp_response_isDistractor,mean_logp_response_isSlow,mean_logp_response_isFast,mean_logp_dist,sum_logp_correct,sum_logp_intuitive,sum_logp_response,sum_logp_response_isDistractor,sum_logp_response_isSlow,sum_logp_response_isFast,sum_logp_dist
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|user|>
Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",0,,baseline,,,-8.142728805541992,-9.468242645263672,correct,False,True,False,"{'correct': 0.790097603045747, 'intuitive': 0.2099023969542528}",-32.57091522216797,-37.87297058105469,correct,False,True,False,"{'correct': 0.9950433458775747, 'intuitive': 0.004956654122425409}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|system|>
You tend to think shallowly, so you say what comes to mind first.</s>
<|user|>
Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",1,"You tend to think shallowly, so you say what comes to mind first.",fast,shallow/deep,explicit,-6.386267185211182,-7.5509138107299805,correct,False,True,False,"{'correct': 0.7621760053807294, 'intuitive': 0.23782399461927056}",-31.93133544921875,-37.75457000732422,correct,False,True,False,"{'correct': 0.9970507023258319, 'intuitive': 0.00294929767416806}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|system|>
You tend to think deeply, so you say what is most correct.</s>
<|user|>
Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",2,"You tend to think deeply, so you say what is most correct.",slow,shallow/deep,explicit,-6.757087707519531,-7.598902225494385,correct,False,True,False,"{'correct': 0.6988472367826654, 'intuitive': 0.30115276321733464}",-33.785438537597656,-37.994510650634766,correct,False,True,False,"{'correct': 0.9853574401598181, 'intuitive': 0.014642559840182}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|system|>
You tend to think quickly, so you say what comes to mind first.</s>
<|user|>
Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",3,"You tend to think quickly, so you say what comes to mind first.",fast,quick/careful,explicit,-6.492454528808594,-7.649267673492432,correct,False,True,False,"{'correct': 0.7607531644453841, 'intuitive': 0.23924683555461593}",-32.46227264404297,-38.246337890625,correct,False,True,False,"{'correct': 0.9969332493843877, 'intuitive': 0.0030667506156124356}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|system|>
You tend to think carefully, so you say what is most correct.</s>
<|user|>
Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",4,"You tend to think carefully, so you say what is most correct.",slow,quick/careful,explicit,-6.702981472015381,-7.5790557861328125,correct,False,True,False,"{'correct': 0.706008062543793, 'intuitive': 0.2939919374562069}",-33.51490783691406,-37.89527893066406,correct,False,True,False,"{'correct': 0.9876341182356871, 'intuitive': 0.012365881764312933}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|system|>
Your last meal was one day ago, so you are starving.</s>
<|user|>
Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",5,"Your last meal was one day ago, so you are starving.",fast,hungry/fed,resources,-7.024191856384277,-7.280869483947754,correct,False,True,False,"{'correct': 0.56381940439655, 'intuitive': 0.43618059560345007}",-35.1209602355957,-36.40434646606445,correct,False,True,False,"{'correct': 0.7830256364393373, 'intuitive': 0.21697436356066271}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|system|>
Your last meal was one hour ago, so you are well-fed.</s>
<|user|>
Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",6,"Your last meal was one hour ago, so you are well-fed.",slow,hungry/fed,resources,-7.1976776123046875,-7.1788010597229,intuitive,False,False,True,"{'correct': 0.4952810019781687, 'intuitive': 0.5047189980218313}",-35.98838806152344,-35.894004821777344,intuitive,False,False,True,"{'correct': 0.4764216908151622, 'intuitive': 0.5235783091848377}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|system|>
You didn't have coffee this morning, so you feel very groggy.</s>
<|user|>
Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",7,"You didn't have coffee this morning, so you feel very groggy.",fast,groggy/alert,resources,-7.0224289894104,-7.432582855224609,correct,False,True,False,"{'correct': 0.6011247724102957, 'intuitive': 0.3988752275897043}",-35.112144470214844,-37.16291427612305,correct,False,True,False,"{'correct': 0.8860253802165777, 'intuitive': 0.11397461978342233}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|system|>
You just had your morning coffee, so you feel very alert.</s>
<|user|>
Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",8,"You just had your morning coffee, so you feel very alert.",slow,groggy/alert,resources,-7.114803314208984,-7.531771183013916,correct,False,True,False,"{'correct': 0.602757460322566, 'intuitive': 0.397242539677434}",-35.57401657104492,-37.65885543823242,correct,False,True,False,"{'correct': 0.889420840238907, 'intuitive': 0.1105791597610929}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|system|>
You slept two hours last night, so you are very tired.</s>
<|user|>
Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",9,"You slept two hours last night, so you are very tired.",fast,tired/rested,resources,-7.154173851013184,-7.708883762359619,correct,False,True,False,"{'correct': 0.6352276345065637, 'intuitive': 0.3647723654934363}",-35.770870208740234,-38.54441833496094,correct,False,True,False,"{'correct': 0.9412295639028747, 'intuitive': 0.05877043609712535}"
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"<|system|>
You slept nine hours last night, so you are very well-rested.</s>
<|user|>
Your task is to answer the following question. How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?</s>
<|assistant|>
",10,"You slept nine hours last night, so you are very well-rested.",slow,tired/rested,resources,-7.321328639984131,-7.8774094581604,correct,False,True,False,"{'correct': 0.6355452331806642, 'intuitive': 0.3644547668193357}",-36.60664367675781,-39.387046813964844,correct,False,True,False,"{'correct': 0.9416076139823798, 'intuitive': 0.058392386017620077}"
