task,item_id,question,total_cost,more,correct,intuitive,total_cost_money_fmt,more_money_fmt,correct_money_fmt,intuitive_money_fmt,prompt,trigger_id,trigger,trigger_type,contrast,contrast_type,mean_logp_correct,mean_logp_intuitive,mean_logp_total_cost,mean_logp_more,mean_logp_correct_money_fmt,mean_logp_intuitive_money_fmt,mean_logp_total_cost_money_fmt,mean_logp_more_money_fmt,mean_logp_response,mean_logp_response_isDistractor,mean_logp_response_isSlow,mean_logp_response_isFast,mean_logp_dist,sum_logp_correct,sum_logp_intuitive,sum_logp_total_cost,sum_logp_more,sum_logp_correct_money_fmt,sum_logp_intuitive_money_fmt,sum_logp_total_cost_money_fmt,sum_logp_more_money_fmt,sum_logp_response,sum_logp_response_isDistractor,sum_logp_response_isSlow,sum_logp_response_isFast,sum_logp_dist
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<|user|>
Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?</s>
<|assistant|>
",0,,baseline,,,-7.687774658203125,-5.808717250823975,-8.227877616882324,-7.768588066101074,-6.5895209312438965,-4.97890043258667,-5.86203145980835,-5.550860404968262,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.09173281901162751, 'intuitive_money_fmt': 0.45920682574766286, 'total_cost_money_fmt': 0.18987570656232838, 'more_money_fmt': 0.2591846486783813}",-46.12664794921875,-34.85230255126953,-57.59514617919922,-38.84294128417969,-46.12664794921875,-34.85230255126953,-46.8962516784668,-44.406883239746094,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 1.269331800514545e-05, 'intuitive_money_fmt': 0.9999105576616479, 'total_cost_money_fmt': 5.879501529535183e-06, 'more_money_fmt': 7.086951881750735e-05}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<|system|>
You tend to think shallowly, so you say what comes to mind first.</s>
<|user|>
Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?</s>
<|assistant|>
",1,"You tend to think shallowly, so you say what comes to mind first.",fast,shallow/deep,explicit,-6.905506134033203,-4.253605842590332,-6.739944934844971,-5.946295261383057,-6.042318344116211,-3.721904993057251,-5.480804920196533,-5.829511642456055,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.07056988310418068, 'intuitive_money_fmt': 0.7183930334433957, 'total_cost_money_fmt': 0.12373187084306433, 'more_money_fmt': 0.08730521260935926}",-48.33854293823242,-29.775239944458008,-53.919559478759766,-35.677772521972656,-48.33854675292969,-29.775239944458008,-49.32724380493164,-52.46560287475586,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 8.670782291637989e-09, 'intuitive_money_fmt': 0.9999999879632941, 'total_cost_money_fmt': 3.2260612453301977e-09, 'more_money_fmt': 1.3986227292784223e-10}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<|system|>
You tend to think deeply, so you say what is most correct.</s>
<|user|>
Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?</s>
<|assistant|>
",2,"You tend to think deeply, so you say what is most correct.",slow,shallow/deep,explicit,-7.301260948181152,-4.765048503875732,-7.2733964920043945,-6.513084411621094,-6.388603210449219,-4.169417381286621,-5.77079963684082,-5.856001853942871,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.0726847471759655, 'intuitive_money_fmt': 0.6686878683023066, 'total_cost_money_fmt': 0.13481926869827235, 'more_money_fmt': 0.12380811582345556}",-51.10882568359375,-33.35533905029297,-58.187171936035156,-39.07850646972656,-51.10882568359375,-33.35533905029297,-51.93719482421875,-52.704017639160156,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 1.948761570365737e-08, 'intuitive_money_fmt': 0.9999999680475093, 'total_cost_money_fmt': 8.511430553215494e-09, 'more_money_fmt': 3.953444467939263e-09}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<|system|>
You tend to think quickly, so you say what comes to mind first.</s>
<|user|>
Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?</s>
<|assistant|>
",3,"You tend to think quickly, so you say what comes to mind first.",fast,quick/careful,explicit,-7.2088165283203125,-4.278870105743408,-7.087627410888672,-6.278232097625732,-6.307714462280273,-3.744011163711548,-5.780631065368652,-6.001372814178467,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.05869839108240222, 'intuitive_money_fmt': 0.7621288347488645, 'total_cost_money_fmt': 0.0994341597629022, 'more_money_fmt': 0.07973861440583108}",-50.46171569824219,-29.952089309692383,-56.701019287109375,-37.66939163208008,-50.46171569824219,-29.952089309692383,-52.02568054199219,-54.01235580444336,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 1.2381761460105207e-09, 'intuitive_money_fmt': 0.9999999984671245, 'total_cost_money_fmt': 2.5915591839537884e-10, 'more_money_fmt': 3.554340478555388e-11}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<|system|>
You tend to think carefully, so you say what is most correct.</s>
<|user|>
Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?</s>
<|assistant|>
",4,"You tend to think carefully, so you say what is most correct.",slow,quick/careful,explicit,-7.278168678283691,-4.772261142730713,-7.302476406097412,-6.541593074798584,-6.3683977127075195,-4.175727844238281,-5.771061897277832,-5.800626754760742,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.0738514173421907, 'intuitive_money_fmt': 0.6616422946140728, 'total_cost_money_fmt': 0.13420802430766934, 'more_money_fmt': 0.13029826373606734}",-50.947181701660156,-33.405826568603516,-58.4198112487793,-39.24955749511719,-50.947181701660156,-33.40582275390625,-51.93955612182617,-52.20564270019531,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 2.40926508335201e-08, 'intuitive_money_fmt': 0.9999999601318099, 'total_cost_money_fmt': 8.931036246148993e-09, 'more_money_fmt': 6.844503016616354e-09}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<|system|>
Your last meal was one day ago, so you are starving.</s>
<|user|>
Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?</s>
<|assistant|>
",5,"Your last meal was one day ago, so you are starving.",fast,hungry/fed,resources,-6.813497066497803,-5.058192253112793,-6.979092597961426,-6.424079895019531,-5.961810111999512,-4.4259185791015625,-4.81765079498291,-4.884871482849121,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.08531735632516321, 'intuitive_money_fmt': 0.39633881568870777, 'total_cost_money_fmt': 0.26787949255322174, 'more_money_fmt': 0.25046433543290736}",-47.694480895996094,-35.407344818115234,-55.832740783691406,-38.54447937011719,-47.694480895996094,-35.4073486328125,-43.358856201171875,-43.963844299316406,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 4.608163533840362e-06, 'intuitive_money_fmt': 0.9994512677065113, 'total_cost_money_fmt': 0.0003519376772667084, 'more_money_fmt': 0.00019218645268809988}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<|system|>
Your last meal was one hour ago, so you are well-fed.</s>
<|user|>
Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?</s>
<|assistant|>
",6,"Your last meal was one hour ago, so you are well-fed.",slow,hungry/fed,resources,-6.63335657119751,-5.1150407791137695,-6.887923240661621,-6.264627933502197,-5.804186820983887,-4.475660800933838,-4.635824203491211,-4.4921746253967285,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.08542748564265783, 'intuitive_money_fmt': 0.3225292774790359, 'total_cost_money_fmt': 0.2747964144578545, 'more_money_fmt': 0.3172468224204517}",-46.433494567871094,-35.8052864074707,-55.10338592529297,-37.5877685546875,-46.433494567871094,-35.8052864074707,-41.72241973876953,-40.42957305908203,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 2.392328944403921e-05, 'intuitive_money_fmt': 0.9876272207429749, 'total_cost_money_fmt': 0.0026595900338708574, 'more_money_fmt': 0.009689265933710271}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<|system|>
You didn't have coffee this morning, so you feel very groggy.</s>
<|user|>
Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?</s>
<|assistant|>
",7,"You didn't have coffee this morning, so you feel very groggy.",fast,groggy/alert,resources,-6.8628997802734375,-4.877486228942871,-7.115469932556152,-6.428184509277344,-6.0050368309021,-4.267800331115723,-5.36035680770874,-5.218544960021973,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.09274133962859052, 'intuitive_money_fmt': 0.526921100882506, 'total_cost_money_fmt': 0.1767072391442399, 'more_money_fmt': 0.20363032034466363}",-48.04029846191406,-34.14240264892578,-56.92375946044922,-38.56910705566406,-48.0402946472168,-34.14240264892578,-48.24320983886719,-46.96690368652344,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 9.209165940980823e-07, 'intuitive_money_fmt': 0.999995633354536, 'total_cost_money_fmt': 7.517879331203846e-07, 'more_money_fmt': 2.693940936646431e-06}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<|system|>
You just had your morning coffee, so you feel very alert.</s>
<|user|>
Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?</s>
<|assistant|>
",8,"You just had your morning coffee, so you feel very alert.",slow,groggy/alert,resources,-6.836432933807373,-4.849355220794678,-6.963747978210449,-6.376001834869385,-5.981878280639648,-4.243185997009277,-5.021681785583496,-4.960331916809082,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.0827842396718466, 'intuitive_money_fmt': 0.4710338617652839, 'total_cost_money_fmt': 0.216249794647056, 'more_money_fmt': 0.2299321039158135}",-47.85503005981445,-33.94548797607422,-55.709983825683594,-38.256011962890625,-47.85502624511719,-33.94548797607422,-45.19513702392578,-44.64298629760742,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 9.102242930690651e-07, 'intuitive_money_fmt': 0.9999634778042821, 'total_cost_money_fmt': 1.3011388172434442e-05, 'more_money_fmt': 2.260058325228369e-05}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<|system|>
You slept two hours last night, so you are very tired.</s>
<|user|>
Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?</s>
<|assistant|>
",9,"You slept two hours last night, so you are very tired.",fast,tired/rested,resources,-6.643200874328613,-4.866115093231201,-7.2180280685424805,-6.34581995010376,-5.812800884246826,-4.257850646972656,-5.211215496063232,-4.986748218536377,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.1015832269580375, 'intuitive_money_fmt': 0.48098143360846085, 'total_cost_money_fmt': 0.18539039051686237, 'more_money_fmt': 0.23204494891663915}",-46.50240707397461,-34.06280517578125,-57.744224548339844,-38.074920654296875,-46.50240707397461,-34.06280517578125,-46.90093994140625,-44.880733489990234,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 3.958566666917125e-06, 'intuitive_money_fmt': 0.9999733475312269, 'total_cost_money_fmt': 2.6574024935465427e-06, 'more_money_fmt': 2.0036499612623956e-05}"
