task,item_id,question,t,correct,intuitive,prompt,trigger_id,trigger,trigger_type,contrast,contrast_type,mean_logp_correct,mean_logp_intuitive,mean_logp_t,mean_logp_response,mean_logp_response_isDistractor,mean_logp_response_isSlow,mean_logp_response_isFast,mean_logp_dist,sum_logp_correct,sum_logp_intuitive,sum_logp_t,sum_logp_response,sum_logp_response_isDistractor,sum_logp_response_isSlow,sum_logp_response_isFast,sum_logp_dist
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",0,,baseline,,,-7.539017200469971,-7.764359474182129,-8.5406494140625,correct,False,True,False,"{'correct': 0.4617823335766707, 'intuitive': 0.36861449425192533, 't': 0.169603172171404}",-30.156068801879883,-31.057437896728516,-34.16259765625,correct,False,True,False,"{'correct': 0.7021437153209628, 'intuitive': 0.2850797628905428, 't': 0.012776521788494437}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You tend to think shallowly, so you say what comes to mind first.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",1,"You tend to think shallowly, so you say what comes to mind first.",fast,shallow/deep,explicit,-5.848757266998291,-6.049721717834473,-7.176392555236816,correct,False,True,False,"{'correct': 0.48006645916995233, 'intuitive': 0.3926662836370785, 't': 0.1272672571929691}",-29.243785858154297,-30.248607635498047,-35.881961822509766,correct,False,True,False,"{'correct': 0.7313045868085438, 'intuitive': 0.2677378331047613, 't': 0.0009575800866947745}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You tend to think deeply, so you say what is most correct.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",2,"You tend to think deeply, so you say what is most correct.",slow,shallow/deep,explicit,-5.89501953125,-6.111759185791016,-7.248358249664307,correct,False,True,False,"{'correct': 0.48460982651860457, 'intuitive': 0.39017854077385006, 't': 0.1252116327075454}",-29.47509765625,-30.558795928955078,-36.241790771484375,correct,False,True,False,"{'correct': 0.7465508838655117, 'intuitive': 0.2525894656083932, 't': 0.0008596505260950612}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You tend to think quickly, so you say what comes to mind first.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",3,"You tend to think quickly, so you say what comes to mind first.",fast,quick/careful,explicit,-5.925837516784668,-6.082808494567871,-7.374475955963135,correct,False,True,False,"{'correct': 0.4785561955171734, 'intuitive': 0.40903579363409676, 't': 0.11240801084873}",-29.629186630249023,-30.414043426513672,-36.872379302978516,correct,False,True,False,"{'correct': 0.6863888845032663, 'intuitive': 0.3131203300990175, 't': 0.0004907853977162503}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You tend to think carefully, so you say what is most correct.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",4,"You tend to think carefully, so you say what is most correct.",slow,quick/careful,explicit,-5.896672248840332,-6.096503257751465,-7.135439872741699,correct,False,True,False,"{'correct': 0.4742460243692081, 'intuitive': 0.3883454260475753, 't': 0.13740854958321652}",-29.483360290527344,-30.48251724243164,-35.67720031738281,correct,False,True,False,"{'correct': 0.7298035892770746, 'intuitive': 0.26870617335395935, 't': 0.0014902373689661102}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
Your last meal was one day ago, so you are starving.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",5,"Your last meal was one day ago, so you are starving.",fast,hungry/fed,resources,-5.982832908630371,-6.202813625335693,-7.348197937011719,correct,False,True,False,"{'correct': 0.48595074008217987, 'intuitive': 0.3899921240602701, 't': 0.12405713585755013}",-29.91416358947754,-31.014068603515625,-36.740989685058594,correct,False,True,False,"{'correct': 0.7496324941384646, 'intuitive': 0.24955468376510548, 't': 0.0008128220964299136}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
Your last meal was one hour ago, so you are well-fed.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",6,"Your last meal was one hour ago, so you are well-fed.",slow,hungry/fed,resources,-5.945443630218506,-6.1622748374938965,-7.169796943664551,correct,False,True,False,"{'correct': 0.47641425976252205, 'intuitive': 0.3835448496038087, 't': 0.14004089063366937}",-29.727218627929688,-30.81137466430664,-35.84898376464844,correct,False,True,False,"{'correct': 0.7460561632773732, 'intuitive': 0.25230655767521326, 't': 0.0016372790474135227}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You didn't have coffee this morning, so you feel very groggy.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",7,"You didn't have coffee this morning, so you feel very groggy.",fast,groggy/alert,resources,-6.059410095214844,-6.249765872955322,-7.259757995605469,correct,False,True,False,"{'correct': 0.4699790501796976, 'intuitive': 0.38851521864987676, 't': 0.14150573117042567}",-30.29705047607422,-31.248828887939453,-36.298789978027344,correct,False,True,False,"{'correct': 0.7201869809463178, 'intuitive': 0.2780309566058694, 't': 0.001782062447812886}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You just had your morning coffee, so you feel very alert.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",8,"You just had your morning coffee, so you feel very alert.",slow,groggy/alert,resources,-6.017510414123535,-6.2113800048828125,-7.1547651290893555,correct,False,True,False,"{'correct': 0.4663170897477771, 'intuitive': 0.3841358484643339, 't': 0.14954706178788893}",-30.08755111694336,-31.056900024414062,-35.773826599121094,correct,False,True,False,"{'correct': 0.7232110998896772, 'intuitive': 0.27433562067365663, 't': 0.0024532794366663455}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|system|>
You slept two hours last night, so you are very tired.</s>
<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",9,"You slept two hours last night, so you are very tired.",fast,tired/rested,resources,-5.9972429275512695,-6.160893440246582,-7.039880275726318,correct,False,True,False,"{'correct': 0.4542228684899617, 'intuitive': 0.38565279299222743, 't': 0.16012433851781094}",-29.98621368408203,-30.804466247558594,-35.19940185546875,correct,False,True,False,"{'correct': 0.6912539988839423, 'intuitive': 0.30498261480612077, 't': 0.003763386309937012}"
