task,item_id,question,total_cost,more,correct,intuitive,total_cost_money_fmt,more_money_fmt,correct_money_fmt,intuitive_money_fmt,prompt,trigger_id,trigger,trigger_type,contrast,contrast_type,mean_logp_correct,mean_logp_intuitive,mean_logp_total_cost,mean_logp_more,mean_logp_correct_money_fmt,mean_logp_intuitive_money_fmt,mean_logp_total_cost_money_fmt,mean_logp_more_money_fmt,mean_logp_response,mean_logp_response_isDistractor,mean_logp_response_isSlow,mean_logp_response_isFast,mean_logp_dist,sum_logp_correct,sum_logp_intuitive,sum_logp_total_cost,sum_logp_more,sum_logp_correct_money_fmt,sum_logp_intuitive_money_fmt,sum_logp_total_cost_money_fmt,sum_logp_more_money_fmt,sum_logp_response,sum_logp_response_isDistractor,sum_logp_response_isSlow,sum_logp_response_isFast,sum_logp_dist
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,<s>GPT4 Correct User: Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?<|end_of_turn|>GPT4 Correct Assistant:,0,,baseline,,,-6.07720422744751,-5.958399295806885,-5.5964460372924805,-6.35576868057251,-5.209202766418457,-5.10732364654541,-4.765508651733398,-5.149173736572266,total_cost_money_fmt,True,False,False,"{'correct_money_fmt': 0.21152512873201482, 'intuitive_money_fmt': 0.23421111823203491, 'total_cost_money_fmt': 0.32965212048908205, 'more_money_fmt': 0.22461163254686814}",-36.463226318359375,-35.750396728515625,-39.17512130737305,-31.77884292602539,-36.464420318603516,-35.75126647949219,-38.12406921386719,-41.193389892578125,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.3086936541042372, 'intuitive_money_fmt': 0.629863553114667, 'total_cost_money_fmt': 0.05871530815935329, 'more_money_fmt': 0.002727484621742485}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>GPT4 Correct System: You tend to think shallowly, so you say what comes to mind first.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?<|end_of_turn|>GPT4 Correct Assistant:",1,"You tend to think shallowly, so you say what comes to mind first.",fast,shallow/deep,explicit,-5.642137050628662,-5.529799461364746,-5.245677947998047,-5.535328388214111,-4.936951160430908,-4.838634490966797,-4.649843692779541,-4.706339359283447,total_cost_money_fmt,True,False,False,"{'correct_money_fmt': 0.2129812140625735, 'intuitive_money_fmt': 0.23498475375345373, 'total_cost_money_fmt': 0.2838118255838901, 'more_money_fmt': 0.2682222066000828}",-39.49496078491211,-38.708595275878906,-41.965423583984375,-33.211971282958984,-39.495609283447266,-38.709075927734375,-41.848594665527344,-42.3570556640625,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.29868202492279394, 'intuitive_money_fmt': 0.6558374059442245, 'total_cost_money_fmt': 0.02840014252490699, 'more_money_fmt': 0.017080426608074628}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>GPT4 Correct System: You tend to think deeply, so you say what is most correct.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?<|end_of_turn|>GPT4 Correct Assistant:",2,"You tend to think deeply, so you say what is most correct.",slow,shallow/deep,explicit,-5.674919605255127,-5.465331077575684,-5.325653076171875,-5.699039459228516,-4.965659141540527,-4.782238960266113,-4.722965717315674,-4.842154026031494,total_cost_money_fmt,True,False,False,"{'correct_money_fmt': 0.2170396696404378, 'intuitive_money_fmt': 0.2607338949162287, 'total_cost_money_fmt': 0.27665564402646026, 'more_money_fmt': 0.2455707914168733}",-39.72443771362305,-38.25731658935547,-42.605224609375,-34.194236755371094,-39.72527313232422,-38.257911682128906,-42.506690979003906,-43.57938766479492,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.1844706156218029, 'intuitive_money_fmt': 0.8001919497454456, 'total_cost_money_fmt': 0.011428066909146089, 'more_money_fmt': 0.003909367723605373}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>GPT4 Correct System: You tend to think quickly, so you say what comes to mind first.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?<|end_of_turn|>GPT4 Correct Assistant:",3,"You tend to think quickly, so you say what comes to mind first.",fast,quick/careful,explicit,-6.214390754699707,-6.105289936065674,-5.722294330596924,-6.197099208831787,-5.437674522399902,-5.342194557189941,-5.128042221069336,-5.209646701812744,total_cost_money_fmt,True,False,False,"{'correct_money_fmt': 0.2118989334014581, 'intuitive_money_fmt': 0.23312840518242722, 'total_cost_money_fmt': 0.28880211577791864, 'more_money_fmt': 0.2661705456381959}",-43.500736236572266,-42.737030029296875,-45.77835464477539,-37.182594299316406,-43.50139617919922,-42.73755645751953,-46.15237808227539,-46.88682174682617,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.3076026304802767, 'intuitive_money_fmt': 0.6602697812039289, 'total_cost_money_fmt': 0.02171117024949398, 'more_money_fmt': 0.01041641806630048}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>GPT4 Correct System: You tend to think carefully, so you say what is most correct.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?<|end_of_turn|>GPT4 Correct Assistant:",4,"You tend to think carefully, so you say what is most correct.",slow,quick/careful,explicit,-5.801228046417236,-5.598202228546143,-5.421926975250244,-5.81439208984375,-5.076183319091797,-4.898505210876465,-4.800687313079834,-4.942838668823242,total_cost_money_fmt,True,False,False,"{'correct_money_fmt': 0.21485654058810225, 'intuitive_money_fmt': 0.25663341364317915, 'total_cost_money_fmt': 0.2830055640343195, 'more_money_fmt': 0.24550448173439907}",-40.60859680175781,-39.187416076660156,-43.37541580200195,-34.8863525390625,-40.609466552734375,-39.18804168701172,-43.20618438720703,-44.48554611206055,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.19090275142567772, 'intuitive_money_fmt': 0.7909138185208247, 'total_cost_money_fmt': 0.014225644820476665, 'more_money_fmt': 0.003957785233020873}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>GPT4 Correct System: Your last meal was one day ago, so you are starving.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?<|end_of_turn|>GPT4 Correct Assistant:",5,"Your last meal was one day ago, so you are starving.",fast,hungry/fed,resources,-6.759603023529053,-6.57034158706665,-6.1634440422058105,-6.907042026519775,-5.914761066436768,-5.749138832092285,-5.457067012786865,-5.719634056091309,total_cost_money_fmt,True,False,False,"{'correct_money_fmt': 0.20096390475816986, 'intuitive_money_fmt': 0.2371629714248826, 'total_cost_money_fmt': 0.31760846030728207, 'more_money_fmt': 0.24426466350966558}",-47.317222595214844,-45.99238967895508,-49.307552337646484,-41.44225311279297,-47.31808853149414,-45.99311065673828,-49.11360168457031,-51.476707458496094,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.2022746402236444, 'intuitive_money_fmt': 0.760977852130246, 'total_cost_money_fmt': 0.03358613140527031, 'more_money_fmt': 0.003161376240839139}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>GPT4 Correct System: Your last meal was one hour ago, so you are well-fed.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?<|end_of_turn|>GPT4 Correct Assistant:",6,"Your last meal was one hour ago, so you are well-fed.",slow,hungry/fed,resources,-6.541065692901611,-6.318910121917725,-5.8798723220825195,-6.51853609085083,-5.723531246185303,-5.529122352600098,-5.28399658203125,-5.54823637008667,total_cost_money_fmt,True,False,False,"{'correct_money_fmt': 0.20168710393738873, 'intuitive_money_fmt': 0.24496770845939234, 'total_cost_money_fmt': 0.31301533101534906, 'more_money_fmt': 0.2403298565878699}",-45.78746032714844,-44.23237228393555,-47.038978576660156,-39.1112174987793,-45.78824996948242,-44.23297882080078,-47.55596923828125,-49.93412780761719,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.16883558310879107, 'intuitive_money_fmt': 0.7996678940473142, 'total_cost_money_fmt': 0.02882393422686277, 'more_money_fmt': 0.0026725886170320145}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>GPT4 Correct System: You didn't have coffee this morning, so you feel very groggy.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?<|end_of_turn|>GPT4 Correct Assistant:",7,"You didn't have coffee this morning, so you feel very groggy.",fast,groggy/alert,resources,-6.5729498863220215,-6.45505428314209,-6.1672258377075195,-6.965511322021484,-5.751461505889893,-5.648286819458008,-5.341878890991211,-5.661698341369629,total_cost_money_fmt,True,False,False,"{'correct_money_fmt': 0.2123688172508389, 'intuitive_money_fmt': 0.23545013583009, 'total_cost_money_fmt': 0.31986757501074753, 'more_money_fmt': 0.23231347190832372}",-46.010650634765625,-45.18537902832031,-49.337806701660156,-41.793067932128906,-46.01169204711914,-45.18629455566406,-48.07691192626953,-50.955284118652344,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.29267944374617405, 'intuitive_money_fmt': 0.6681251143408382, 'total_cost_money_fmt': 0.03710894635956813, 'more_money_fmt': 0.002086495553419601}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>GPT4 Correct System: You just had your morning coffee, so you feel very alert.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?<|end_of_turn|>GPT4 Correct Assistant:",8,"You just had your morning coffee, so you feel very alert.",slow,groggy/alert,resources,-6.683209419250488,-6.504419803619385,-6.238295555114746,-7.092287540435791,-5.847907066345215,-5.691440582275391,-5.463190078735352,-5.736293792724609,total_cost_money_fmt,True,False,False,"{'correct_money_fmt': 0.21023197260877188, 'intuitive_money_fmt': 0.24583929168164623, 'total_cost_money_fmt': 0.30887249065795036, 'more_money_fmt': 0.23505624505163145}",-46.782466888427734,-45.53093719482422,-49.90636444091797,-42.55372619628906,-46.78325653076172,-45.531524658203125,-49.16870880126953,-51.626644134521484,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.2175653245695178, 'intuitive_money_fmt': 0.7606938831130786, 'total_cost_money_fmt': 0.020026309373846175, 'more_money_fmt': 0.0017144829435575145}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>GPT4 Correct System: You slept two hours last night, so you are very tired.<|end_of_turn|>GPT4 Correct User: Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?<|end_of_turn|>GPT4 Correct Assistant:",9,"You slept two hours last night, so you are very tired.",fast,tired/rested,resources,-6.635960102081299,-6.5750298500061035,-6.216147422790527,-7.037194728851318,-5.8065900802612305,-5.753256797790527,-5.408477306365967,-5.706052780151367,total_cost_money_fmt,True,False,False,"{'correct_money_fmt': 0.21507420914414085, 'intuitive_money_fmt': 0.2268562166246759, 'total_cost_money_fmt': 0.3202480658567474, 'more_money_fmt': 0.23782150837443575}",-46.45172119140625,-46.02520751953125,-49.72917938232422,-42.223167419433594,-46.452720642089844,-46.02605438232422,-48.67629623413086,-51.35447311401367,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.3776725653243103, 'intuitive_money_fmt': 0.5786477122521225, 'total_cost_money_fmt': 0.04087227657587044, 'more_money_fmt': 0.002807445847696714}"
