task,item_id,question,total_cost,more,correct,intuitive,total_cost_money_fmt,more_money_fmt,correct_money_fmt,intuitive_money_fmt,prompt,trigger_id,trigger,trigger_type,contrast,contrast_type,mean_logp_correct,mean_logp_intuitive,mean_logp_total_cost,mean_logp_more,mean_logp_correct_money_fmt,mean_logp_intuitive_money_fmt,mean_logp_total_cost_money_fmt,mean_logp_more_money_fmt,mean_logp_response,mean_logp_response_isDistractor,mean_logp_response_isSlow,mean_logp_response_isFast,mean_logp_dist,sum_logp_correct,sum_logp_intuitive,sum_logp_total_cost,sum_logp_more,sum_logp_correct_money_fmt,sum_logp_intuitive_money_fmt,sum_logp_total_cost_money_fmt,sum_logp_more_money_fmt,sum_logp_response,sum_logp_response_isDistractor,sum_logp_response_isSlow,sum_logp_response_isFast,sum_logp_dist
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,<s>[INST] Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?[/INST],0,,baseline,,,-8.183517456054688,-6.595839500427246,-6.644232273101807,-4.851649284362793,-6.8195977210998535,-5.496532917022705,-7.100857257843018,-6.631592750549316,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.14888521273884273, 'intuitive_money_fmt': 0.5590508465296256, 'total_cost_money_fmt': 0.11238338294926699, 'more_money_fmt': 0.17968055778226474}",-40.91758728027344,-32.97919845581055,-39.865394592285156,-19.406597137451172,-40.91758728027344,-32.97919845581055,-49.70600128173828,-46.42115020751953,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.0003566530674862917, 'intuitive_money_fmt': 0.9996418401709901, 'total_cost_money_fmt': 5.4385892274240264e-08, 'more_money_fmt': 1.4523756314213894e-06}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] You tend to think shallowly, so you say what comes to mind first. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?[/INST]",1,"You tend to think shallowly, so you say what comes to mind first.",fast,shallow/deep,explicit,-7.104747772216797,-5.435303688049316,-5.897680282592773,-4.128267765045166,-5.920623302459717,-4.529419422149658,-6.458595275878906,-5.680270671844482,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.14544787804414866, 'intuitive_money_fmt': 0.5846548518294451, 'total_cost_money_fmt': 0.08493156567531164, 'more_money_fmt': 0.18496570445109464}",-35.523738861083984,-27.176517486572266,-35.38608169555664,-16.513071060180664,-35.523738861083984,-27.176517486572266,-45.210166931152344,-39.76189422607422,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.00023699729360059237, 'intuitive_money_fmt': 0.9997595671192097, 'total_cost_money_fmt': 1.4722485200072021e-08, 'more_money_fmt': 3.420864704442978e-06}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] You tend to think deeply, so you say what is most correct. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?[/INST]",2,"You tend to think deeply, so you say what is most correct.",slow,shallow/deep,explicit,-7.983889579772949,-6.414388179779053,-6.657764434814453,-5.186872959136963,-6.6532416343688965,-5.34532356262207,-7.52395486831665,-6.608608722686768,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.16226489227519458, 'intuitive_money_fmt': 0.6001311466602427, 'total_cost_money_fmt': 0.067932658845873, 'more_money_fmt': 0.16967130221868965}",-39.91944885253906,-32.07194137573242,-39.94658660888672,-20.74749183654785,-39.91944885253906,-32.07194137573242,-52.66768264770508,-46.26026153564453,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.0003905717702956425, 'intuitive_money_fmt': 0.9996087385672696, 'total_cost_money_fmt': 1.1355682960368231e-09, 'more_money_fmt': 6.885268663932602e-07}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] You tend to think quickly, so you say what comes to mind first. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?[/INST]",3,"You tend to think quickly, so you say what comes to mind first.",fast,quick/careful,explicit,-6.962932586669922,-5.217758655548096,-6.11041784286499,-4.305316925048828,-5.802443981170654,-4.348132133483887,-6.52060604095459,-5.775818347930908,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.1471417624687843, 'intuitive_money_fmt': 0.6299927682143978, 'total_cost_money_fmt': 0.0717533420625705, 'more_money_fmt': 0.1511121272542475}",-34.81466293334961,-26.08879280090332,-36.662506103515625,-17.221267700195312,-34.81466293334961,-26.08879280090332,-45.64424133300781,-40.430728912353516,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.0001623050376850628, 'intuitive_money_fmt': 0.9998371011314259, 'total_cost_money_fmt': 3.214443965659598e-09, 'more_money_fmt': 5.906164449239056e-07}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] You tend to think carefully, so you say what is most correct. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?[/INST]",4,"You tend to think carefully, so you say what is most correct.",slow,quick/careful,explicit,-7.776391506195068,-6.207283020019531,-6.418700695037842,-4.791097164154053,-6.480326175689697,-5.172735691070557,-7.2636189460754395,-6.265217304229736,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.15639294468059572, 'intuitive_money_fmt': 0.5782244996583017, 'total_cost_money_fmt': 0.07145579065654396, 'more_money_fmt': 0.1939267650045586}",-38.8819580078125,-31.036415100097656,-38.512203216552734,-19.16438865661621,-38.8819580078125,-31.036415100097656,-50.845333099365234,-43.85652160644531,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.0003913387395968565, 'intuitive_money_fmt': 0.999605954015045, 'total_cost_money_fmt': 2.494164277158251e-09, 'more_money_fmt': 2.7047511938487764e-06}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] Your last meal was one day ago, so you are starving. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?[/INST]",5,"Your last meal was one day ago, so you are starving.",fast,hungry/fed,resources,-7.442211151123047,-5.967817783355713,-6.1329026222229,-4.2673845291137695,-6.201842784881592,-4.97318172454834,-7.20680570602417,-6.182304382324219,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.17234127558967005, 'intuitive_money_fmt': 0.5888301263051005, 'total_cost_money_fmt': 0.06308693843310753, 'more_money_fmt': 0.17574165967212202}",-37.211055755615234,-29.839088439941406,-36.79741668701172,-17.069538116455078,-37.211055755615234,-29.83909034729004,-50.44763946533203,-43.27613067626953,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.0006282356000611142, 'intuitive_money_fmt': 0.9993703041491374, 'total_cost_money_fmt': 1.1208494380889929e-09, 'more_money_fmt': 1.459129951989059e-06}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] Your last meal was one hour ago, so you are well-fed. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?[/INST]",6,"Your last meal was one hour ago, so you are well-fed.",slow,hungry/fed,resources,-7.513297080993652,-6.028842926025391,-6.091129779815674,-4.329639434814453,-6.261081218719482,-5.024035930633545,-7.274959564208984,-6.131361484527588,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.16815945758963705, 'intuitive_money_fmt': 0.5793796543281667, 'total_cost_money_fmt': 0.061009789571322574, 'more_money_fmt': 0.1914510985108735}",-37.56648635864258,-30.144214630126953,-36.54677963256836,-17.318557739257812,-37.56648635864258,-30.144216537475586,-50.92471694946289,-42.91952896118164,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.0005974318959584567, 'intuitive_money_fmt': 0.999399739081206, 'total_cost_money_fmt': 9.438056472455642e-10, 'more_money_fmt': 2.8280790297802644e-06}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] You didn't have coffee this morning, so you feel very groggy. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?[/INST]",7,"You didn't have coffee this morning, so you feel very groggy.",fast,groggy/alert,resources,-7.940260887145996,-6.160628318786621,-6.526210784912109,-4.653607368469238,-6.616884231567383,-5.133857250213623,-7.193234920501709,-6.53020715713501,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.14166808232488323, 'intuitive_money_fmt': 0.6242268565361753, 'total_cost_money_fmt': 0.07960971906103255, 'more_money_fmt': 0.15449534207790896}",-39.7013053894043,-30.803142547607422,-39.157264709472656,-18.614429473876953,-39.7013053894043,-30.803142547607422,-50.35264587402344,-45.711448669433594,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.00013662101071952373, 'intuitive_money_fmt': 0.999863040523613, 'total_cost_money_fmt': 3.2336953085535367e-09, 'more_money_fmt': 3.3523197211501937e-07}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] You just had your morning coffee, so you feel very alert. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?[/INST]",8,"You just had your morning coffee, so you feel very alert.",slow,groggy/alert,resources,-7.9526543617248535,-6.3868303298950195,-6.431468963623047,-5.048012733459473,-6.627212047576904,-5.32235860824585,-7.205821514129639,-6.809919834136963,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.16445102713259854, 'intuitive_money_fmt': 0.6063553848420664, 'total_cost_money_fmt': 0.09220398509605435, 'more_money_fmt': 0.13698960292928056}",-39.76327133178711,-31.93415069580078,-38.58881378173828,-20.19205093383789,-39.76327133178711,-31.934152603149414,-50.44075012207031,-47.669437408447266,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.00039781766679877523, 'intuitive_money_fmt': 0.9996020265784433, 'total_cost_money_fmt': 9.173053926977972e-09, 'more_money_fmt': 1.4658170393158496e-07}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<s>[INST] You slept two hours last night, so you are very tired. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?[/INST]",9,"You slept two hours last night, so you are very tired.",fast,tired/rested,resources,-7.517355918884277,-6.090261936187744,-6.006180286407471,-4.187322616577148,-6.264463424682617,-5.075218200683594,-6.825414180755615,-6.140379428863525,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.1670180075711045, 'intuitive_money_fmt': 0.5485875369733425, 'total_cost_money_fmt': 0.0953115386349271, 'more_money_fmt': 0.18908291682062586}",-37.5867805480957,-30.451309204101562,-36.03708267211914,-16.749290466308594,-37.5867805480957,-30.451309204101562,-47.77790069580078,-42.9826545715332,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.0007957137749226189, 'intuitive_money_fmt': 0.9992006476196593, 'total_cost_money_fmt': 2.984074296195313e-08, 'more_money_fmt': 3.6087646750290947e-06}"
