task,item_id,question,t,correct,intuitive,prompt,trigger_id,trigger,trigger_type,contrast,contrast_type,mean_logp_correct,mean_logp_intuitive,mean_logp_t,mean_logp_response,mean_logp_response_isDistractor,mean_logp_response_isSlow,mean_logp_response_isFast,mean_logp_dist,sum_logp_correct,sum_logp_intuitive,sum_logp_t,sum_logp_response,sum_logp_response_isDistractor,sum_logp_response_isSlow,sum_logp_response_isFast,sum_logp_dist
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|user|>
Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",0,,baseline,,,-7.539017200469971,-7.764359474182129,-8.5406494140625,correct,False,True,False,"{'correct': 0.4617823335766707, 'intuitive': 0.36861449425192533, 't': 0.169603172171404}",-30.156068801879883,-31.057437896728516,-34.16259765625,correct,False,True,False,"{'correct': 0.7021437153209628, 'intuitive': 0.2850797628905428, 't': 0.012776521788494437}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|user|>
You tend to think shallowly, so you say what comes to mind first. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",1,"You tend to think shallowly, so you say what comes to mind first.",fast,shallow/deep,explicit,-7.543890476226807,-7.745233058929443,-8.982215881347656,correct,False,True,False,"{'correct': 0.48662815752159716, 'intuitive': 0.39788288843479824, 't': 0.11548895404360453}",-30.175561904907227,-30.980932235717773,-35.928863525390625,correct,False,True,False,"{'correct': 0.6896101448807314, 'intuitive': 0.30820221189728797, 't': 0.0021876432219806955}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|user|>
You tend to think deeply, so you say what is most correct. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",2,"You tend to think deeply, so you say what is most correct.",slow,shallow/deep,explicit,-7.533691883087158,-7.750024318695068,-9.203807830810547,correct,False,True,False,"{'correct': 0.5015818055935664, 'intuitive': 0.4040078386261224, 't': 0.09441035578031115}",-30.134767532348633,-31.000097274780273,-36.81523132324219,correct,False,True,False,"{'correct': 0.7031518409661293, 'intuitive': 0.2959655658742274, 't': 0.0008825931596433364}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|user|>
You tend to think quickly, so you say what comes to mind first. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",3,"You tend to think quickly, so you say what comes to mind first.",fast,quick/careful,explicit,-7.8071722984313965,-7.87936544418335,-9.35211181640625,correct,False,True,False,"{'correct': 0.4664884149880087, 'intuitive': 0.43399804970895306, 't': 0.09951353530303823}",-31.228689193725586,-31.5174617767334,-37.408447265625,correct,False,True,False,"{'correct': 0.5710195609873543, 'intuitive': 0.42779789815277264, 't': 0.0011825408598729673}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|user|>
You tend to think carefully, so you say what is most correct. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",4,"You tend to think carefully, so you say what is most correct.",slow,quick/careful,explicit,-7.515994071960449,-7.744410514831543,-9.15024185180664,correct,False,True,False,"{'correct': 0.5022874516729864, 'intuitive': 0.39971673183917916, 't': 0.09799581648783444}",-30.063976287841797,-30.977642059326172,-36.60096740722656,correct,False,True,False,"{'correct': 0.7130123736090548, 'intuitive': 0.2859545845897218, 't': 0.0010330418012236332}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|user|>
Your last meal was one day ago, so you are starving. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",5,"Your last meal was one day ago, so you are starving.",fast,hungry/fed,resources,-7.481144428253174,-7.7473626136779785,-9.266562461853027,correct,False,True,False,"{'correct': 0.5170633889539813, 'intuitive': 0.3962111557617992, 't': 0.08672545528421932}",-29.924577713012695,-30.989450454711914,-37.06624984741211,correct,False,True,False,"{'correct': 0.743183251220776, 'intuitive': 0.2562285730304004, 't': 0.0005881757488234814}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|user|>
Your last meal was one hour ago, so you are well-fed. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",6,"Your last meal was one hour ago, so you are well-fed.",slow,hungry/fed,resources,-7.368929386138916,-7.621563911437988,-9.090201377868652,correct,False,True,False,"{'correct': 0.5113545680727652, 'intuitive': 0.3971955367285266, 't': 0.09144989519870808}",-29.475717544555664,-30.486255645751953,-36.36080551147461,correct,False,True,False,"{'correct': 0.7325760601949398, 'intuitive': 0.26667456858323035, 't': 0.0007493712218298401}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|user|>
You didn't have coffee this morning, so you feel very groggy. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",7,"You didn't have coffee this morning, so you feel very groggy.",fast,groggy/alert,resources,-7.824081897735596,-7.970785617828369,-9.170166015625,correct,False,True,False,"{'correct': 0.4708525337676341, 'intuitive': 0.40660460758374906, 't': 0.12254285864861686}",-31.296327590942383,-31.883142471313477,-36.6806640625,correct,False,True,False,"{'correct': 0.6407448708279563, 'intuitive': 0.3563154663490886, 't': 0.0029396628229552773}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|user|>
You just had your morning coffee, so you feel very alert. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",8,"You just had your morning coffee, so you feel very alert.",slow,groggy/alert,resources,-7.6370463371276855,-7.772958755493164,-8.916343688964844,correct,False,True,False,"{'correct': 0.464867237296308, 'intuitive': 0.40579148148441596, 't': 0.129341281219276}",-30.548185348510742,-31.091835021972656,-35.665374755859375,correct,False,True,False,"{'correct': 0.6302713807959167, 'intuitive': 0.3659515019690074, 't': 0.0037771172350759075}"
crt3,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",6 days,5 days,3 days,"<|user|>
You slept two hours last night, so you are very tired. Your task is to answer the following question. In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?</s>
<|assistant|>
",9,"You slept two hours last night, so you are very tired.",fast,tired/rested,resources,-7.6351518630981445,-7.762109756469727,-8.96440601348877,correct,False,True,False,"{'correct': 0.46610369193820467, 'intuitive': 0.41053050210321146, 't': 0.12336580595858375}",-30.540607452392578,-31.048439025878906,-35.85762405395508,correct,False,True,False,"{'correct': 0.6223912103999347, 'intuitive': 0.3745544840556054, 't': 0.0030543055444598394}"
