task,item_id,question,total_cost,more,correct,intuitive,total_cost_money_fmt,more_money_fmt,correct_money_fmt,intuitive_money_fmt,prompt,trigger_id,trigger,trigger_type,contrast,contrast_type,mean_logp_correct,mean_logp_intuitive,mean_logp_total_cost,mean_logp_more,mean_logp_correct_money_fmt,mean_logp_intuitive_money_fmt,mean_logp_total_cost_money_fmt,mean_logp_more_money_fmt,mean_logp_response,mean_logp_response_isDistractor,mean_logp_response_isSlow,mean_logp_response_isFast,mean_logp_dist,sum_logp_correct,sum_logp_intuitive,sum_logp_total_cost,sum_logp_more,sum_logp_correct_money_fmt,sum_logp_intuitive_money_fmt,sum_logp_total_cost_money_fmt,sum_logp_more_money_fmt,sum_logp_response,sum_logp_response_isDistractor,sum_logp_response_isSlow,sum_logp_response_isFast,sum_logp_dist
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<|user|>
Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?</s>
<|assistant|>
",0,,baseline,,,-7.687774658203125,-5.808717250823975,-8.227877616882324,-7.768588066101074,-6.5895209312438965,-4.97890043258667,-5.86203145980835,-5.550860404968262,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.09173281901162751, 'intuitive_money_fmt': 0.45920682574766286, 'total_cost_money_fmt': 0.18987570656232838, 'more_money_fmt': 0.2591846486783813}",-46.12664794921875,-34.85230255126953,-57.59514617919922,-38.84294128417969,-46.12664794921875,-34.85230255126953,-46.8962516784668,-44.406883239746094,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 1.269331800514545e-05, 'intuitive_money_fmt': 0.9999105576616479, 'total_cost_money_fmt': 5.879501529535183e-06, 'more_money_fmt': 7.086951881750735e-05}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<|user|>
You tend to think shallowly, so you say what comes to mind first. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?</s>
<|assistant|>
",1,"You tend to think shallowly, so you say what comes to mind first.",fast,shallow/deep,explicit,-7.94480562210083,-4.994251251220703,-7.06349515914917,-6.904280185699463,-6.809833526611328,-4.280786991119385,-6.234861373901367,-6.48388147354126,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.05986599893464045, 'intuitive_money_fmt': 0.7508119710491292, 'total_cost_money_fmt': 0.10638673160753115, 'more_money_fmt': 0.08293529840869912}",-47.6688346862793,-29.96550750732422,-49.44446563720703,-34.521400451660156,-47.6688346862793,-29.96550750732422,-49.87889099121094,-51.87105178833008,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 2.0490034273575182e-08, 'intuitive_money_fmt': 0.9999999769557428, 'total_cost_money_fmt': 2.2476434909402855e-09, 'more_money_fmt': 3.065794111034509e-10}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<|user|>
You tend to think deeply, so you say what is most correct. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?</s>
<|assistant|>
",2,"You tend to think deeply, so you say what is most correct.",slow,shallow/deep,explicit,-8.21827507019043,-5.519521236419678,-8.225995063781738,-8.013479232788086,-7.044235706329346,-4.73101806640625,-6.366847991943359,-6.410472869873047,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.06684353514141046, 'intuitive_money_fmt': 0.6755804395865181, 'total_cost_money_fmt': 0.1315967478661741, 'more_money_fmt': 0.12597927740589743}",-49.30965042114258,-33.11712646484375,-57.581966400146484,-40.0673942565918,-49.30965042114258,-33.11712646484375,-50.934783935546875,-51.283782958984375,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 9.282739088613229e-08, 'intuitive_money_fmt': 0.9999998760042232, 'total_cost_money_fmt': 1.827635672443677e-08, 'more_money_fmt': 1.2892029069646771e-08}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<|user|>
You tend to think quickly, so you say what comes to mind first. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?</s>
<|assistant|>
",3,"You tend to think quickly, so you say what comes to mind first.",fast,quick/careful,explicit,-8.350881576538086,-4.945661544799805,-7.307851314544678,-7.104159355163574,-7.157898426055908,-4.239138603210449,-6.558864593505859,-6.69683837890625,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.04362160434715802, 'intuitive_money_fmt': 0.8077982712248913, 'total_cost_money_fmt': 0.07940698786284288, 'more_money_fmt': 0.06917313656510783}",-50.105289459228516,-29.673969268798828,-51.15496063232422,-35.52079772949219,-50.105289459228516,-29.673969268798828,-52.470916748046875,-53.57470703125,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 1.3390302326866674e-09, 'intuitive_money_fmt': 0.9999999984935569, 'total_cost_money_fmt': 1.2572206474727748e-10, 'more_money_fmt': 4.169091969480555e-11}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<|user|>
You tend to think carefully, so you say what is most correct. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?</s>
<|assistant|>
",4,"You tend to think carefully, so you say what is most correct.",slow,quick/careful,explicit,-8.085033416748047,-5.422748565673828,-8.308359146118164,-7.979478359222412,-6.930028438568115,-4.648070335388184,-6.364326000213623,-6.4504804611206055,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.07056231269686221, 'intuitive_money_fmt': 0.6912173307906885, 'total_cost_money_fmt': 0.12423794347124972, 'more_money_fmt': 0.11398241304119958}",-48.51020050048828,-32.53649139404297,-58.158512115478516,-39.89739227294922,-48.51020050048828,-32.53649139404297,-50.914608001708984,-51.603843688964844,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 1.1553304573448013e-07, 'intuitive_money_fmt': 0.9999998687942637, 'total_cost_money_fmt': 1.0434828424397717e-08, 'more_money_fmt': 5.237862057689255e-09}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<|user|>
Your last meal was one day ago, so you are starving. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?</s>
<|assistant|>
",5,"Your last meal was one day ago, so you are starving.",fast,hungry/fed,resources,-7.466165065765381,-5.90093994140625,-7.891958713531494,-7.930033206939697,-6.399569988250732,-5.057948589324951,-5.1358642578125,-5.514281749725342,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.09270045475567912, 'intuitive_money_fmt': 0.3546015543982538, 'total_cost_money_fmt': 0.32802148479697846, 'more_money_fmt': 0.22467650604908845}",-44.79698944091797,-35.4056396484375,-55.243709564208984,-39.65016555786133,-44.79698944091797,-35.4056396484375,-41.0869140625,-44.114253997802734,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 8.313864437651358e-05, 'intuitive_money_fmt': 0.9963555201939681, 'total_cost_money_fmt': 0.0033967861269888966, 'more_money_fmt': 0.0001645550346664743}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<|user|>
Your last meal was one hour ago, so you are well-fed. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?</s>
<|assistant|>
",6,"Your last meal was one hour ago, so you are well-fed.",slow,hungry/fed,resources,-7.331684112548828,-5.911098480224609,-7.5882673263549805,-7.566458225250244,-6.284300804138184,-5.06665563583374,-4.988940715789795,-5.114972114562988,total_cost_money_fmt,True,False,False,"{'correct_money_fmt': 0.08887812744859108, 'intuitive_money_fmt': 0.30033882232458703, 'total_cost_money_fmt': 0.32461055293933466, 'more_money_fmt': 0.2861724972874873}",-43.99010467529297,-35.466590881347656,-53.11787033081055,-37.83229064941406,-43.99010467529297,-35.466590881347656,-39.91152572631836,-40.919776916503906,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.00019556790160956804, 'intuitive_money_fmt': 0.9840396164847814, 'total_cost_money_fmt': 0.011550529867925284, 'more_money_fmt': 0.004214285745683702}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<|user|>
You didn't have coffee this morning, so you feel very groggy. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?</s>
<|assistant|>
",7,"You didn't have coffee this morning, so you feel very groggy.",fast,groggy/alert,resources,-7.696817874908447,-5.800327301025391,-8.249991416931152,-8.250284194946289,-6.5972723960876465,-4.971709251403809,-5.696761131286621,-5.95526647567749,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.09576315499082301, 'intuitive_money_fmt': 0.48659937807512466, 'total_cost_money_fmt': 0.2356598077198268, 'more_money_fmt': 0.1819776592142255}",-46.180908203125,-34.801963806152344,-57.74993896484375,-41.25142288208008,-46.180908203125,-34.801963806152344,-45.57408905029297,-47.64213180541992,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 1.1433310857494267e-05, 'intuitive_money_fmt': 0.9999649393080469, 'total_cost_money_fmt': 2.097539853222148e-05, 'more_money_fmt': 2.6519825633336443e-06}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<|user|>
You just had your morning coffee, so you feel very alert. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?</s>
<|assistant|>
",8,"You just had your morning coffee, so you feel very alert.",slow,groggy/alert,resources,-7.5178070068359375,-5.697789669036865,-7.893238067626953,-7.806484222412109,-6.4438347816467285,-4.883819580078125,-5.287578105926514,-5.233118534088135,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.08134846026706168, 'intuitive_money_fmt': 0.38712866589638867, 'total_cost_money_fmt': 0.2585265979146015, 'more_money_fmt': 0.27299627592194814}",-45.106842041015625,-34.186737060546875,-55.25266647338867,-39.03242111206055,-45.106842041015625,-34.186737060546875,-42.30062484741211,-41.86494827270508,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 1.8076732897984164e-05, 'intuitive_money_fmt': 0.9992203626699496, 'total_cost_money_fmt': 0.0002991194014689246, 'more_money_fmt': 0.0004624411956834783}"
crt1,1,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,140.0,100,$20.0,$40.0,$140.00,$100.00,$20.00,$40.00,"<|user|>
You slept two hours last night, so you are very tired. Your task is to answer the following question. A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?</s>
<|assistant|>
",9,"You slept two hours last night, so you are very tired.",fast,tired/rested,resources,-7.1458916664123535,-5.603518009185791,-8.03183650970459,-7.9411420822143555,-6.125050067901611,-4.80301570892334,-5.229750633239746,-5.456413745880127,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 0.10928140651703731, 'intuitive_money_fmt': 0.4099194288888159, 'total_cost_money_fmt': 0.2675283925734446, 'more_money_fmt': 0.2132707720207022}",-42.87535095214844,-33.62110900878906,-56.22285461425781,-39.705711364746094,-42.87535095214844,-33.62110900878906,-41.83800506591797,-43.651309967041016,intuitive_money_fmt,False,False,True,"{'correct_money_fmt': 9.566561102413554e-05, 'intuitive_money_fmt': 0.9995903617594771, 'total_cost_money_fmt': 0.0002699413676785115, 'more_money_fmt': 4.4031261820110527e-05}"
